,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
2643,Yuan-ti Anathema,189,18d12 + 72,-,16,-,12,23,13,19,19,17,20,-,-,-,-,-,-,40,-,30,-,30,-,H,NE,monstrosity,VGM
2644,Yuan-ti Broodguard,45,7d8 + 14,-,14,-,2,15,14,14,6,11,4,+4,+4,-,-,+2,-,30,-,-,-,-,-,M,NE,humanoid,VGM
2645,Yuan-ti Malison (Type 4),66,12d8 + 12,-,12,-,3,16,14,13,14,12,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,VGM
2646,Yuan-ti Malison (Type 5),66,12d8 + 12,-,12,-,3,16,14,13,14,12,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,VGM
2647,Yuan-ti Mind Whisperer,71,13d8 + 13,-,14,-,4,16,14,13,14,14,16,-,-,-,-,+4,+5,30,-,-,-,-,-,M,NE,monstrosity,VGM
2648,Yuan-ti Nightmare Speaker,71,13d8 + 13,-,14,-,4,16,14,13,14,12,16,-,-,-,-,+3,+5,30,-,-,-,-,-,M,NE,monstrosity,VGM
2649,Yuan-ti Pit Master,88,16d8 + 16,-,14,-,5,16,14,13,14,12,16,-,-,-,-,+4,+6,30,-,-,-,-,-,M,NE,monstrosity,VGM
2650,Bodytaker Plant,92,8d12 + 40,-,16,-,7,18,8,20,14,14,18,-,-,-,-,-,-,10,-,10,-,10,-,H,-,plant,VRGR
2651,Boneless,26,4d8 + 8,-,12,-,1,16,14,15,1,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,-,undead,VRGR
2652,Brain in a Jar,55,10d6 + 20,-,11,-,3,1,3,15,19,10,15,-,-,-,+6,-,+4,0,10,-,-,-,True,S,A,undead,VRGR
2653,Carrion Stalker,35,10d4 + 10,-,14,-,3,6,16,12,2,13,6,-,-,-,-,-,-,30,-,-,30,-,-,T,-,monstrosity,VRGR
2654,Carrionette,27,6d6 + 6,-,15,-,1,10,15,12,8,14,14,-,-,-,-,-,-,25,-,-,-,-,-,S,-,construct,VRGR
2655,Death's Head,17,5d4 + 5,-,16,-,1/2,8,13,12,5,14,3,-,-,-,-,-,-,0,30,-,-,-,True,T,-,undead,VRGR
2656,Dullahan,135,18d8 + 54,-,16,-,10,18,14,16,11,15,16,-,-,+7,-,-,-,30,-,-,-,-,-,M,-,undead,VRGR
2657,Elise,93,11d8 + 44,-,9,-,5,19,9,18,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,M,N,construct,VRGR
2658,Gallows Speaker,85,19d8,-,12,-,6,8,14,10,10,12,18,-,-,-,-,+4,-,0,40,-,-,-,True,M,-,undead,VRGR
2659,Greater Star Spawn Emissary,290,20d12 + 160,-,15,-,21,24,13,26,27,22,25,-,-,+15,+15,+13,+14,40,40,-,-,-,True,H,-,aberration,VRGR
2660,Gremishka,10,4d4,-,12,-,1/8,6,14,10,12,11,4,-,-,-,-,-,-,30,-,-,-,-,-,T,-,monstrosity,VRGR
2661,Inquisitor of the Mind Fire,77,14d8 + 14,-,16,-,8,10,14,12,17,16,19,-,-,-,+6,+6,+7,30,-,-,-,-,-,M,-,humanoid,VRGR
2662,Inquisitor of the Sword,91,14d8 + 28,-,16,-,8,12,14,14,15,18,16,-,-,-,+5,+7,+6,30,-,-,-,-,-,M,-,humanoid,VRGR
2663,Inquisitor of the Tome,77,14d8 + 14,-,11,-,8,10,12,12,19,16,15,-,-,-,+7,+6,+5,30,-,-,-,-,-,M,-,humanoid,VRGR
2664,Isolde,82,11d8 + 33,-,19,-,5,18,18,16,14,12,16,+7,-,+6,+5,-,+6,30,60,-,-,-,-,M,LNXCE,fey,VRGR
2665,Jiangshi,119,14d8 + 56,-,16,-,9,18,3,18,17,14,12,-,-,+8,+7,+6,+5,20,-,-,-,-,-,M,-,undead,VRGR
2666,Lesser Star Spawn Emissary,241,21d8 + 147,-,19,-,19,21,18,24,25,20,23,-,-,-,+13,+11,+12,40,40,-,-,-,True,M,-,aberration,VRGR
2667,Loup Garou,170,20d8 + 80,-,16,-,13,18,18,18,14,16,16,-,+9,+9,-,-,+8,-,-,-,-,-,-,M,-,monstrosity,VRGR
2668,Necrichor,67,9d8 + 27,-,12,-,7,8,15,17,17,13,10,-,-,+6,+6,+4,-,20,-,-,-,20,-,M,-,undead,VRGR
2669,Nosferatu,85,9d8 + 45,-,17,-,8,20,18,21,6,17,14,-,+7,+8,-,+6,-,40,-,-,-,-,-,M,-,undead,VRGR
2670,Podling,26,4d8 + 8,-,10,-,1/2,15,11,14,10,10,10,-,-,-,-,-,-,20,-,-,-,-,-,M,-,plant,VRGR
2671,Priest of Osybus,60,8d8 + 24,-,14,-,6,10,14,16,18,17,11,-,-,-,+7,+6,+3,30,-,-,-,-,-,M,-,humanoid,VRGR
2672,Relentless Juggernaut,161,14d10 + 84,-,17,-,12,22,12,22,8,15,16,-,+5,-,-,+6,+7,30,-,-,-,-,-,L,-,fiend,VRGR
2673,Relentless Slasher,84,13d8 + 26,-,15,-,8,12,18,14,14,15,16,+4,+7,+5,-,+5,-,40,-,-,-,-,-,M,-,fiend,VRGR
2674,Strigoi,52,7d8 + 21,-,16,-,4,17,14,16,11,17,10,+5,+4,-,-,+5,-,30,40,-,-,-,-,M,-,monstrosity,VRGR
2675,Swarm of Gremishkas,24,7d6,-,12,-,2,12,14,10,12,14,4,-,-,-,-,-,-,25,-,-,-,-,-,M,-,monstrosity,VRGR
2676,Swarm of Maggots,22,5d8,-,11,-,2,3,12,10,1,7,1,-,-,-,-,-,-,20,-,20,-,-,-,M,-,beast,VRGR
2677,Swarm of Scarabs,27,5d8 + 5,-,13,-,3,3,14,13,1,12,1,-,-,-,-,-,-,30,-,-,30,30,-,M,-,beast,VRGR
2678,Swarm of Zombie Limbs,22,5d8,-,10,-,1,14,10,10,3,8,5,-,-,-,-,-,-,30,-,-,-,30,-,M,-,undead,VRGR
2679,The Bagman,84,8d10 + 40,-,15,-,5,18,13,20,7,9,7,-,-,-,-,-,-,30,-,-,-,-,-,L,CE,giant,VRGR
2680,Unspeakable Horror,95,10d10 + 40,-,15,-,8,21,13,19,3,14,17,-,-,+7,-,+5,-,40,-,-,-,-,-,H,-,monstrosity,VRGR
2681,Vampiric Mind Flayer,85,10d8 + 40,-,15,-,5,18,18,18,5,15,18,-,+7,-,+0,+5,+7,30,-,-,-,30,-,M,-,undead,VRGR
2682,Wereraven,31,7d8,-,12,-,2,10,15,11,13,15,14,-,-,-,-,-,-,-,-,-,-,-,-,M,-,humanoid,VRGR
2683,Zombie Clot,104,11d12 + 33,-,12,-,6,20,10,16,3,8,10,-,-,+6,-,-,-,40,-,-,-,-,-,H,-,undead,VRGR
2684,Zombie Plague Spreader,78,12d8 + 24,-,10,-,4,16,10,15,3,5,5,-,-,-,-,-,-,30,-,-,-,-,-,M,-,undead,VRGR
2685,Tiny Servant,10,4d4,-,15,-,-,4,16,10,2,10,1,-,-,-,-,-,-,30,-,-,-,30,-,T,U,construct,XGE
2686,Dancing Item,-,-,equal the dancing item's Constitution modifier + your Charisma modifier + five times your level in this class,16,-,-,18,14,16,4,10,6,-,-,-,-,-,-,40,-,-,-,-,-,L,N,construct,UA2020SubclassesPt2
2687,Drake Companion,-,-,5 + five times your ranger level (the drake has a number of hit dice [d10s] equal to your ranger level),-,14 + PB (natural armor),-,16,12,15,8,14,8,-,+1 + PB,-,-,+2 + PB,-,40,-,-,-,-,-,S,-,dragon,UA2020SubclassesPt5
2688,Aberrant Spirit,-,-,equal the aberration's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,16,10,15,16,10,6,-,-,-,-,-,-,30,30,-,-,-,True,M,NE,aberration,UA2020SpellsAndMagicTattoos
2689,Bestial Spirit,-,-,equal the beast's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,18,11,16,4,14,5,-,-,-,-,-,-,30,60,-,-,-,-,S,U,beast,UA2020SpellsAndMagicTattoos
2690,Celestial Spirit,-,-,equal the celestial's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,16,14,16,10,14,16,-,-,-,-,-,-,30,40,-,-,-,-,L,NG,celestial,UA2020SpellsAndMagicTattoos
2691,Elemental Spirit,-,-,equal the elemental's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,18,15,17,4,10,16,-,-,-,-,-,-,40,40,-,-,-,True,M,N,elemental,UA2020SpellsAndMagicTattoos
2692,Fey Spirit,-,-,equal the fey's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,13,16,14,14,11,16,-,-,-,-,-,-,40,-,-,-,-,-,S,CG,fey,UA2020SpellsAndMagicTattoos
2693,Fiendish Spirit,-,-,equal the fiend's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,13,16,15,10,10,16,-,-,-,-,-,-,40,60,-,-,-,-,L,"CE, LE, NE",fiend,UA2020SpellsAndMagicTattoos
2694,Shadow Spirit,-,-,equal the shadow's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,13,16,15,4,10,16,-,-,-,-,-,-,40,-,-,-,-,-,M,NE,monstrosity,UA2020SpellsAndMagicTattoos
2695,Undead Spirit,-,-,equal the undead's Constitution modifier + your spellcasting ability modifier + ten times the spell's level,-,11 + the level of the spell (natural armor),-,12,16,15,4,10,9,-,-,-,-,-,-,30,40,-,-,-,True,M,NE,undead,UA2020SpellsAndMagicTattoos
2696,Draconic Spirit,-,-,50 + 10 for each spell level above 5th,-,14 + the level of the spell (natural armor),-,19,14,17,10,14,14,-,-,-,-,-,-,30,80,30,-,-,-,L,-,dragon,UA2021DraconicOptions
2697,Ancient Companion,-,-,5 + 5 times your level in this class (the companion has a number of Hit Dice [d8s] equal to your level in this class),-,14 (natural armor) + 2 (Warrior only),-,14,9,15,14,14,11,-,-,+2 + PB,+2 + PB,+2 + PB,-,30,-,-,-,-,-,M,A,construct,UA2021MagesOfStrixhaven
2698,Primeval Companion,-,-,10 + five times your druid level (the companion has a number of Hit Dice [d10s] equal to your druid level),-,13 + PB (natural armor),-,15,15,17,6,12,8,-,+2 + PB,+3 + PB,-,-,-,30,-,-,-,-,-,M,N,beast,UA2022GiantOptions
2699,Alchemical Homunculus,-,-,equal to five times your level in this class + your Intelligence modifier,13,-,-,4,15,11,10,10,7,-,-,-,-,-,-,20,30,-,-,-,-,T,N,construct,UAArtificerRevisited
2700,Iron Defender,-,-,equal to five times your level in this class + your Intelligence modifier + the iron defender's Constitution modifier,15,-,-,14,12,14,4,10,6,-,-,-,-,-,-,40,-,-,-,-,-,M,N,construct,UAArtificerRevisited
2701,Beast of the Air,-,-,equal the beast's Constitution modifier + your Wisdom modifier + five times your ranger level (the beast has a number of Hit Dice [d6s] equal to your ranger level),13,-,-,6,16,13,8,14,11,-,+5,+3,-,+4,-,10,60,-,-,-,-,S,N,beast,UAClassFeatureVariants
2702,Beast of the Earth,-,-,equal the beast's Constitution modifier + your Wisdom modifier + five times your ranger level (the beast has a number of Hit Dice [d8s] equal to your ranger level),12,-,-,14,14,15,8,14,11,-,+4,+4,-,+4,-,40,-,-,-,-,-,M,N,beast,UAClassFeatureVariants
2703,Wildfire Spirit,-,-,equal to the wildfire spirit's Constitution modifier + your Wisdom modifier + five times your level in this class,13,-,-,10,14,14,13,15,11,-,+4,+4,-,+4,-,20,30,-,-,-,True,S,CGNYE,elemental,UAClericDruidWizard
2704,Agdon Longscarf,36,8d8,-,19,-,2,11,20,11,11,14,16,-,+7,-,-,+4,-,35,-,-,-,-,-,M,CE,fey,WBtW
2705,Alagarthas,52,8d8 + 16,-,10,-,3,16,11,14,11,11,15,-,-,+4,-,+2,-,30,-,-,-,-,-,M,CG,humanoid,WBtW
2706,Amidor the Dandelion,28,8d6,-,12,-,1/2,6,15,10,13,12,17,+0,+4,+2,-,+3,-,30,-,-,-,-,-,S,NG,plant,WBtW
2707,Bavlorna Blightstraw,110,13d8 + 52,-,15,-,7,22,11,18,16,12,15,-,-,+7,+6,+4,+5,30,-,30,-,-,-,M,NE,fey,WBtW
2708,Brigganock,9,2d4 + 4,-,12,-,1/8,4,15,14,10,11,13,-,+4,+4,-,-,-,15,-,-,-,-,-,T,NG,fey,WBtW
2709,Bullywug Knight,66,12d8 + 12,-,18,-,3,16,12,13,9,11,14,-,-,+3,-,+2,-,30,-,30,-,-,-,M,LG,humanoid,WBtW
2710,Campestri,2,1d4,-,12,-,0,1,7,10,4,10,8,-,-,-,-,-,-,5,-,-,-,-,-,T,U,plant,WBtW
2711,Clapperclaw the Scarecrow,14,4d6,-,12,-,1/2,14,13,11,7,10,10,-,-,-,-,-,-,25,-,-,-,-,-,S,LN,construct,WBtW
2712,Detached Shadow,16,3d8 + 3,-,12,-,1/2,6,14,13,6,10,8,-,-,-,-,-,-,40,-,-,-,-,-,M,CE,fey,WBtW
2713,Displacer Beast Kitten,9,2d6 + 2,-,12,-,1/8,12,13,12,4,10,6,-,-,-,-,-,-,30,-,-,-,-,-,S,U,monstrosity,WBtW
2714,Elkhorn,52,7d8 + 21,-,18,-,2,9,13,16,9,10,11,+1,-,+5,-,-,-,25,-,-,-,-,-,M,LG,humanoid,WBtW
2715,Endelyn Moongrave,114,12d8 + 60,-,17,-,6,20,13,20,13,10,17,-,-,+8,+4,+3,+6,30,-,-,-,30,-,M,NE,fey,WBtW
2716,Envy,114,12d10 + 48,-,19,-,5,20,11,18,2,12,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,monstrosity,WBtW
2717,Flying Rocking Horse,22,4d8 + 4,-,15,-,1/8,10,10,13,1,3,1,-,-,-,-,-,-,0,40,-,-,-,True,M,U,construct,WBtW
2718,Giant Dragonfly,22,4d10,-,16,-,1/2,15,18,11,3,10,3,-,-,-,-,-,-,10,60,-,-,-,-,L,U,beast,WBtW
2719,Giant Snail,22,4d10,-,11,-,1/4,15,3,11,3,10,3,-,-,-,-,-,-,10,-,-,-,10,-,L,U,beast,WBtW
2720,Giant Swan,26,4d10 + 4,-,13,-,1,16,17,13,8,14,10,-,-,-,-,-,-,10,80,-,-,-,-,L,NG,beast,WBtW
2721,Glass Pegasus,59,7d10 + 21,-,15,-,2,18,15,16,10,15,13,-,+4,-,-,+4,+3,60,90,-,-,-,-,L,CG,construct,WBtW
2722,Glasswork Golem,36,8d8,-,13,-,2,13,10,10,1,10,1,-,+2,+2,-,+2,-,30,-,-,-,-,-,M,U,construct,WBtW
2723,Gloam,2,1d4,-,12,-,0,3,15,10,3,12,7,-,-,-,-,-,-,40,-,-,-,30,-,T,U,undead,WBtW
2724,Harengon Brigand,9,2d8,-,14,-,1/8,14,17,11,10,11,10,-,+5,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,WBtW
2725,Harengon Sniper,9,2d8,-,14,-,1/4,10,17,11,10,13,10,-,+5,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,WBtW
2726,Iggwilv the Witch Queen,255,30d8 + 120,-,19,-,20,10,18,18,27,12,23,-,-,-,+14,+7,+12,30,-,-,-,-,-,M,CN,fey,WBtW
2727,Jabberwock,115,10d12 + 50,-,18,-,13,20,12,20,4,7,11,+10,+6,+10,+2,+3,+5,30,30,30,-,30,-,H,CE,dragon,WBtW
2728,Jingle Jangle,7,2d6,-,15,-,1/4,8,14,10,10,8,8,-,-,-,-,-,-,30,-,-,-,-,-,S,CG,humanoid,WBtW
2729,Kelek,45,7d8 + 14,-,12,-,5,15,10,14,15,13,17,-,-,+5,-,-,+6,30,-,-,-,-,-,M,CE,humanoid,WBtW
2730,Kettlesteam the Kenku,22,5d8,-,13,-,1,10,16,10,11,10,16,-,-,-,-,+2,+5,30,-,-,-,-,-,M,CN,humanoid,WBtW
2731,Living Doll,28,8d4 + 8,-,11,-,2,3,11,13,10,10,7,-,-,-,+2,+2,+0,30,-,-,-,-,-,T,NE,construct,WBtW
2732,Mercion,31,9d8 - 9,-,19,-,3,15,10,9,12,17,17,-,-,-,-,+5,+5,30,-,-,-,-,-,M,LG,humanoid,WBtW
2733,Mister Light,77,14d8 + 14,-,13,-,3,10,16,12,12,13,17,-,+5,-,-,-,+5,30,-,-,-,-,-,M,CG,humanoid,WBtW
2734,Mister Witch,82,11d8 + 33,-,10,-,3,14,11,16,16,13,14,-,-,-,+5,+3,-,30,-,-,-,-,-,M,CG,humanoid,WBtW
2735,Molliver,60,8d8 + 24,-,15,-,3,9,17,16,10,9,16,-,+5,-,+2,-,-,30,-,-,-,-,-,M,CG,humanoid,WBtW
2736,Paper Bird,1,1d4 - 1,-,13,-,0,5,16,8,2,14,6,-,-,-,-,-,-,10,60,-,-,-,-,T,U,construct,WBtW
2737,Pollenella the Honeybee,1,1d4 - 1,-,13,-,0,1,16,8,1,10,1,-,-,-,-,-,-,5,30,-,-,-,-,T,U,beast,WBtW
2738,Raezil,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,"N, NXNYN",humanoid,WBtW
2739,Ringlerun,42,12d8 - 12,-,12,-,5,9,10,9,17,13,11,+2,+3,+2,+6,+4,+3,30,-,-,-,-,-,M,LG,humanoid,WBtW
2740,Selenelion Twin,33,6d8 + 6,-,14,-,2,7,18,13,12,10,17,-,+6,-,-,-,+5,30,-,-,-,-,-,M,CG,humanoid,WBtW
2741,Sir Talavar,14,4d4 + 4,-,15,-,2,3,20,13,14,12,16,-,-,-,-,-,-,10,60,-,-,-,-,T,LG,dragon,WBtW
2742,Skabatha Nightshade,150,20d8 + 60,-,16,-,8,18,9,16,12,16,15,-,-,+6,+4,+6,+5,30,-,-,-,-,-,M,NE,fey,WBtW
2743,Skylla,39,6d8 + 12,-,10,-,2,9,11,14,12,15,17,-,-,-,-,+4,+5,30,-,-,-,-,-,M,CE,humanoid,WBtW
2744,Squirt the Oilcan,17,7d4,-,15,-,1/4,3,15,10,11,8,15,-,-,-,-,-,-,0,30,-,-,-,True,T,CN,construct,WBtW
2745,Strongheart,55,10d8 + 10,-,20,-,4,15,12,13,12,13,17,-,-,-,-,+3,+5,30,-,-,-,-,-,M,LG,humanoid,WBtW
2746,Swarm of Campestris,27,6d8,-,12,-,1,3,7,10,4,10,8,-,-,-,-,-,-,5,-,-,-,-,-,M,U,plant,WBtW
2747,Thinnings,27,6d8,-,12,-,1,10,15,10,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,N,fey,WBtW
2748,Tin Soldier,27,6d6 + 6,-,18,-,1,14,11,13,1,3,1,-,-,-,-,-,-,25,-,-,-,-,-,S,U,construct,WBtW
2749,Treant Sapling,45,6d10 + 12,-,14,-,2,17,8,15,12,12,10,-,-,-,-,-,-,30,-,-,-,-,-,L,CG,plant,WBtW
2750,Warduke,78,12d8 + 24,-,17,-,5,16,11,14,9,11,11,+6,-,+5,-,-,-,30,-,-,-,-,-,M,CE,humanoid,WBtW
2751,Will-o'-Wells,22,9d4,-,19,-,2,1,28,10,13,14,11,-,-,-,-,-,-,0,50,-,-,-,True,T,CG,undead,WBtW
2752,Witchlight Hand (Medium),9,2d8,-,12,-,1/8,10,14,11,12,13,12,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,WBtW
2753,Witchlight Hand (Small),7,2d6,-,12,-,1/8,10,14,11,12,13,12,-,-,-,-,-,-,30,-,-,-,-,-,S,A,humanoid,WBtW
2754,Zarak,37,5d8 + 15,-,14,-,2,13,16,16,11,15,6,-,+5,-,+2,-,-,30,-,-,-,-,-,M,CE,humanoid,WBtW
2755,Zargash,45,7d8 + 14,-,13,-,3,14,10,14,12,16,15,-,-,-,-,+5,+4,30,-,-,-,-,-,M,CE,humanoid,WBtW
2756,Ahmaergo,143,22d8 + 44,-,18,-,9,20,15,14,15,14,12,+9,-,+6,-,-,-,25,-,-,-,-,-,M,LE,humanoid,WDH
2757,Ammalia Cassalanter,45,10d8,-,12,-,5,9,14,11,17,12,15,-,-,-,+6,+4,-,30,-,-,-,-,-,M,LE,humanoid,WDH
2758,Aurinax,256,19d12 + 133,-,19,-,17,27,14,25,16,15,24,-,+8,+13,-,+8,+13,40,80,40,-,-,-,H,LG,dragon,WDH
2759,Avi,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,25,-,30,-,-,-,M,NG,humanoid,WDH
2760,Awakened Rat,1,1d4 - 1,-,10,-,0,2,11,9,10,10,4,-,-,-,-,-,-,20,-,-,-,-,-,T,U,beast,WDH
2761,Barnibus Blastwind,24,7d8 - 7,-,10,-,2,9,10,9,17,15,11,-,-,-,+5,+4,-,30,-,-,-,-,-,M,LG,humanoid,WDH
2762,Bepis Honeymaker,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,25,-,-,-,-,-,S,LG,humanoid,WDH
2763,Black Viper,84,13d8 + 26,-,16,-,5,11,18,14,11,11,12,-,+7,-,+3,-,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2764,Blinded Troll,84,8d10 + 40,-,15,-,4,18,13,20,7,9,7,-,-,-,-,-,-,20,-,-,-,-,-,L,CE,giant,WDH
2765,Bonnie,52,8d8 + 16,-,14,-,4,11,18,14,11,12,14,-,-,-,-,-,-,20,-,-,-,-,-,M,N,monstrosity,WDH
2766,Davil Starsong,82,15d8 + 15,-,15,-,6,10,14,12,16,12,17,-,+5,-,-,-,+6,30,-,-,-,-,-,M,N,humanoid,WDH
2767,Diatryma,19,3d10 + 3,-,11,-,1/4,14,12,12,2,10,5,-,-,-,-,-,-,50,-,-,-,-,-,L,U,beast,WDH
2768,Dining Table Mimic,75,10d10 + 20,-,12,-,3,17,12,15,5,13,8,-,-,-,-,-,-,15,-,-,-,-,-,L,N,monstrosity,WDH
2769,Drow Gunslinger,84,13d8 + 26,-,18,-,4,13,18,14,11,13,14,-,+6,+4,-,+3,-,30,-,-,-,-,-,M,A,humanoid,WDH
2770,Durnan,144,17d8 + 68,-,16,-,9,18,15,18,13,12,10,+8,-,+8,-,-,-,30,-,-,-,-,-,M,N,humanoid,WDH
2771,Elzerina Cassalanter,-,-,1,10,-,Unknown,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,S,N,humanoid,WDH
2772,Embric,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NG,humanoid,WDH
2773,Emmek Frewn,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,WDH
2774,Engineer,7,2d6,-,10,-,1/4,10,10,10,14,10,11,-,-,-,-,-,-,25,-,-,-,-,-,S,NG,humanoid,WDH
2775,Fala Lefaliir,27,5d8 + 5,-,11,-,2,10,12,13,12,15,11,-,-,-,-,-,-,35,-,-,-,-,-,M,CG,humanoid,WDH
2776,Falcon,1,1d4 - 1,-,13,-,0,5,16,8,2,14,6,-,-,-,-,-,-,10,60,-,-,-,-,T,U,beast,WDH
2777,Fel'rekt Lafeen,84,13d8 + 26,-,18,-,4,13,18,14,11,13,14,-,+6,+4,-,+3,-,30,-,-,-,-,-,M,NG,humanoid,WDH
2778,Floon Blagmaar,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,WDH
2779,Flying Staff,17,5d6,-,17,-,1/4,12,15,11,1,5,1,-,+4,-,-,-,-,0,50,-,-,-,True,S,U,construct,WDH
2780,Griffon Cavalry Rider,58,9d8 + 18,-,17,-,2,14,15,14,10,12,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,WDH
2781,Grinda Garloth,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2782,Grum'shar,9,2d8,-,10,-,1/4,10,10,10,14,10,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,WDH
2783,Hester Barch,9,2d8,-,10,-,1/4,10,10,10,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,LG,humanoid,WDH
2784,Hlam,137,25d8 + 25,-,22,-,16,11,24,13,14,21,14,+5,+12,-,-,-,-,60,-,-,-,-,-,M,LG,humanoid,WDH
2785,Hrabbaz,112,15d8 + 45,-,12,-,5,20,15,17,10,14,12,+8,-,+6,-,-,-,30,-,-,-,-,-,M,LE,humanoid,WDH
2786,Istrid Horn,117,18d8 + 36,-,18,-,8,12,10,14,11,17,13,-,-,+5,-,+6,-,25,-,-,-,-,-,M,LE,humanoid,WDH
2787,Jalester Silvermane,71,13d8 + 13,-,18,-,4,14,14,13,12,14,13,+4,-,+3,-,-,-,30,-,-,-,-,-,M,LG,humanoid,WDH
2788,Jandar Chergoba,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,WDH
2789,Jarlaxle Baenre,123,19d8 + 38,-,24,-,15,12,22,14,20,16,19,-,+11,-,-,+8,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2790,Jenks,-,-,1,10,-,Unknown,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,S,N,humanoid,WDH
2791,Kaevja Cynavern,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,LE,humanoid,WDH
2792,Kalain,44,8d8 + 8,-,15,-,2,11,14,12,10,13,14,-,+4,-,-,+3,-,30,-,-,-,-,-,M,CE,humanoid,WDH
2793,Krebbyg Masq'il'yr,84,13d8 + 26,-,18,-,4,13,18,14,11,13,14,-,+6,+4,-,+3,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2794,Lady Gondafrey,52,7d8 + 21,-,15,-,2,15,11,16,10,11,7,-,-,-,-,-,-,30,60,-,-,-,-,M,LG,elemental,WDH
2795,Laeral Silverhand,228,24d8 + 120,-,18,-,17,13,17,20,20,20,19,-,-,-,+11,+11,-,30,-,-,-,-,-,M,CG,humanoid,WDH
2796,"Laiba ""Nana"" Rosse",33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,WDH
2797,Losser Mirklav,31,9d6,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,25,-,-,-,-,-,S,CE,humanoid,WDH
2798,Magister Umbero Zastro,9,2d8,-,11,-,0,11,12,11,12,14,16,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,humanoid,WDH
2799,Manafret Cherryport,31,9d6,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,25,-,-,-,-,-,S,LE,humanoid,WDH
2800,Manshoon,126,23d8 + 23,-,19,-,13,10,14,12,23,15,16,+2,+4,+3,+13,+9,+5,30,-,-,-,-,-,M,LE,humanoid,WDH
2801,Manshoon Simulacrum,126,23d8 + 23,-,12,-,8,10,14,12,23,15,16,+3,+5,+4,+12,+8,+6,30,-,-,-,-,-,M,LE,humanoid,WDH
2802,"Mattrim ""Threestrings"" Mereg",44,8d8 + 8,-,15,-,2,11,14,12,10,13,14,-,+4,-,-,+3,-,30,-,-,-,-,-,M,LG,humanoid,WDH
2803,Maxeene,19,3d10 + 3,-,10,-,1/4,18,10,12,10,11,7,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,WDH
2804,Mechanical Bird,-,-,1,15,-,Unknown,10,10,10,10,10,10,-,-,-,-,-,-,-,60,-,-,-,-,T,N,construct,WDH
